,Product title,Price,Deal image url,Recent sales,Description,Product rating,Seller location,Seller Rating,Product category
6,Tenis Lifestyle Nike Renew Lucent - Negro-rojo,319900,https://http2.mlstatic.com/D_NQ_NP_628714-MCO50098540137_052022-O.webp,2813,"Camina suave y cómodamente a donde sea que vayas y hazlo con los Tenis Nike Renew Lucent para hombres. Perfectos para tu porte casual regular y cualquier día de la semana que quieras usarlos.
Este par de tenis casuales, hechos por NIKE, tienen una construcción de mallas, materiales sintéticos/resistentes y detalles en gamuza. Esto los hacen muy frescos, cómodos y les brindan una mayor durabid. Podrás ajustarlos sencillamente gracias a sus cordones y lengüeta que tienen.
La suela está hecha de goma, tiene un patrón grabado en el exterior y la Espuma Renew. Esto en conjunto los hacen perfectos para caminar cómodamente y tendrás una gran tracción, sin importar la superficie.
",4.3,NaN,MercadoLíder Platinum,Ropa y Accesorios
7,Tenis Training Reebok Flexagon Energy Tr 3 - Negro-gris,204900,https://http2.mlstatic.com/D_NQ_NP_635580-MCO50098616825_052022-O.webp,2813,"TENIS CÓMODOS PARA ENTRENAR, CON FLEXIBID EN LA PUNTA
Equípate para mejorar tu rendimiento con estos tenis de training Reebok para hombre. La capellda de tela se siente ligera. La amortiguación FuelFoam es cómoda y reactiva. Las ranuras en la parte delantera te brindan la flexibid que necesitas para tus levantamientos.
",5.0,NaN,MercadoLíder Platinum,Ropa y Accesorios
0,Wmns Nike Ad Comfort Tenis De Mujer Lifestyle Marca Nike,303960,https://http2.mlstatic.com/D_NQ_NP_722539-MCO48603842307_122021-O.webp,360,"PRODUCTO:

Nombre: Wmns nike ad comfort tenis de mujer lifestyle marca nike
Marca: NIKE

DESCRIPCIÓN:

Wmns nike ad comfort tenis de mujer lifestyle marca nike. máxima comodidad que te permite llegar al siguiente nivel.. sugerencias de cuidado del producto: limpiar con un paño húmedo; la plantilla puede ser removida y lavada con un detergente suave; no usar lavadora, secadora ni plancha; secar a la sombra.

CARACTERÍSTICAS PRINCIPALES:

-Modelo: DJ1001-600
-NIKE
-Para: MUJER
-Deporte: MODA
-BASICOS
-Distancias recomendadas: NO APLICA
-UPPER: TEXTILE 100 % OUT: PLASTIC 100 % LIN: POLYESTER 100 % CONST: CEMENT-LINED
-ROJO
-Tecnología: COMODIDAD Y CONFORT

MÁS DETALLES:

Peso del paquete: 1.0 kg
Modelo: DJ1001-600
Condición: Nuevo
Género: Femenino
SKU: DJ1001-600
",NaN,NaN,MercadoLíder Gold,Ropa y Accesorios
1,Nike Sb Blzr Court Tenis De Hombre Lifestyle Marca Nike,279960,https://http2.mlstatic.com/D_NQ_NP_770477-MCO48603810106_122021-O.webp,360,"PRODUCTO:

Nombre: Nike sb blzr court tenis de hombre lifestyle marca nike
Marca: NIKE

DESCRIPCIÓN:

Nike sb blzr court tenis de hombre lifestyle marca nike. máxima comodidad que te permite llegar al siguiente nivel.. sugerencias de cuidado del producto: limpiar con un paño húmedo; la plantilla puede ser removida y lavada con un detergente suave; no usar lavadora, secadora ni plancha; secar a la sombra.

CARACTERÍSTICAS PRINCIPALES:

-Modelo: CV1658-002
-NIKE
-Para: HOMBRE
-Deporte: MODA
-BASICOS
-Distancias recomendadas: NO APLICA
-UPPER: SYNTHETIC 15 % TEXTILE 85 % OUT: RUBBER 100 % LIN: POLYESTER 100 % CONST: VULCANIZED-LINED
-NEGRO
-Tecnología: COMODIDAD Y CONFORT

MÁS DETALLES:

Peso del paquete: 1.0 kg
Modelo: CV1658-002
Condición: Nuevo
Género: Masculino
SKU: CV1658-002
",NaN,NaN,MercadoLíder Gold,Ropa y Accesorios
2,Eq21 Run Tenis De Hombre Para Correr Marca adidas,335960,https://http2.mlstatic.com/D_NQ_NP_605076-MCO48635047734_122021-O.webp,NaN,"PRODUCTO:

Nombre: Eq21 run tenis de hombre para correr marca adidas
Marca: ADIDAS

DESCRIPCIÓN:

Eq21 run tenis de hombre para correr marca adidas. incorpora la tecnología bounce que te proporciona mayor comodidad y energía a tu pisada.. sugerencias de cuidado del producto: limpiar con un paño húmedo; la plantilla puede ser removida y lavada con un detergente suave; no usar lavadora, secadora ni plancha; secar a la sombra.

CARACTERÍSTICAS PRINCIPALES:

-Modelo: H00511
-ADIDAS
-Para: HOMBRE
-Deporte: CORRER
-BASICOS
-Distancias recomendadas: DISTANCIAS CORTAS
-Parte superior: malla técnica
-Forro: textil
-Suela: caucho
-BLANCO
-Tecnología: BOUNCE

MÁS DETALLES:

Peso del paquete: 1.0 kg
Modelo: H00511
Condición: Nuevo
Género: Masculino
SKU: H00511
",NaN,NaN,NaN,Tenis
3,Tenis Hombre Nike Air Max Sc S50,399457,https://http2.mlstatic.com/D_NQ_NP_745717-MCO49783585318_042022-O.webp,1897,"PRODUCTO:

Nombre: Tenis Hombre Nike Air Max Sc S50
Marca: Nike

DESCRIPCIÓN:

- Modelo: DJ1997-100
- Nombre Articulo: Air Max Sc S50
- Categoría: Nike Sportswear
- Color: Wht/Grn Ns-Smmt Wht-Gm Lt Brwn
- Genero: Hombre

MÁS DETALLES:

Peso del paquete: 2 kg
Medidas: 11 x 28 x 36 cm
Modelo: DJ1997-100
Meses de garantía: 2
Garantía: SI
Condición: Nuevo
Género: Masculino
SKU: 117373700049
",NaN,NaN,MercadoLíder Platinum,Ropa y Accesorios
4,Tenis Lifestyle Skechers Flex Appeal 4.0 - Brilliant View -,199900,https://http2.mlstatic.com/D_NQ_NP_858010-MCO50098666115_052022-O.webp,2813,"Obtenga una nueva perspectiva sobre el estilo deportivo flexible y la comodidad con el zapato Skechers Flex Appeal 4.0 - Brilliant View. Esta zapatilla con cordones cuenta con una parte superior de malla atlética con una plantilla acolchada Air-Cooled Memory Foam
",NaN,NaN,MercadoLíder Platinum,Ropa y Accesorios
5,Tenis Lifestyle Skechers Summits Classictouch - Negro-negro,169900,https://http2.mlstatic.com/D_NQ_NP_601327-MCO50098658083_052022-O.webp,2813,"Estilo llamativo y comodidad flexible se combinan en Skechers Summits. Este slip-on presenta una parte superior de malla metálica con un frente con cordones elásticos y una plantilla acolchada de espuma viscoelástica.
",4.8,NaN,MercadoLíder Platinum,Ropa y Accesorios
6,Tenis Lifestyle Skechers Summits - Cool Dash - Negro-gris,189900,https://http2.mlstatic.com/D_NQ_NP_791669-MCO50098534351_052022-O.webp,2813,"La comodidad y el estilo deportivo elegante se combinan en las Skechers Summits - Cool Dash. Esta zapatilla cuenta con una parte superior de malla atlética y una plantilla acolchada de Memory Foam.
",4.8,NaN,MercadoLíder Platinum,Ropa y Accesorios
7,Tenis Lifestyle Skechers Summits - Classic Touch - Azul-blan,134900,https://http2.mlstatic.com/D_NQ_NP_752453-MCO50098502207_052022-O.webp,2813,"El estilo llamativo y la comodidad flexible se combinan en las Skechers Summit. Esta zapatilla cuenta con una parte superior de malla metálica con un cordón elástico en la parte delantera y una plantilla acolchada Memory Foam.
",4.8,NaN,MercadoLíder Platinum,Ropa y Accesorios
0,Tenis Running adidas Ultimashow - Negro-blanco,219900,https://http2.mlstatic.com/D_NQ_NP_761629-MCO50098676515_052022-O.webp,2813,"Ponte estos tenis adidas Ultimashow y sal a las calles. Su amortiguación suave mantiene tus pies cómodos del primer al último paso, sin importar la velocidad. Impúlsate en la pista o recorre las calles de tu vecindario con estos tenis versátiles.
",NaN,NaN,MercadoLíder Platinum,Ropa y Accesorios
1,Tenis Running adidas Galaxy 5 - Negro-naranja,219900,https://http2.mlstatic.com/D_NQ_NP_795986-MCO50098516010_052022-O.webp,2813,"Sácale el mejor provecho a cada sa a correr. Estos tenis adidas amortiguan cada impulso y aterrizaje para pasos cómodos, sin importar la distancia. Más velocidad. Más comodidad. Más kilómetros. ¡No vas a querer parar!
",4.7,NaN,MercadoLíder Platinum,Ropa y Accesorios
2,Tenis Lifestyle adidas Lite Racer Rebold - Gris-azul,269900,https://http2.mlstatic.com/D_NQ_NP_717626-MCO50098674610_052022-O.webp,2813,"Inspirados en el estilo running, estos tenis adidas le imprimen energía deportiva a tu look diario. La amortiguación liviana mantiene tus pies cómodos y preparados para todo lo que te depare el día.
",4.8,NaN,MercadoLíder Platinum,Ropa y Accesorios
3,Tenis Lifestyle adidas Grand Court Base Beyond - Negro-blanc,279900,https://http2.mlstatic.com/D_NQ_NP_696446-MCO50098641098_052022-O.webp,2813,"TENIS INSPIRADOS EN EL TENIS PARA USO DIARIO
Estos tenis combinan lo mejor de la onda retro inspirada en el tenis con un estilo moderno. Del parque de skate a la playa, mantén tus pies cómodos y listos para lo que te depare el día. Hazte notar con el diseño clásico y el llamativo logo de adidas.
",NaN,NaN,MercadoLíder Platinum,Ropa y Accesorios
4,Tenis Lifestyle adidas Advantage - Blanco-verde,269900,https://http2.mlstatic.com/D_NQ_NP_742627-MCO50152927032_052022-O.webp,2813,"TENIS CON ESTILO CLÁSICO Y UN CORTE MODERNO
Estos tenis adidas inspirados en el tenis combinan un look clásico con comodidad. Su corte ajustado abraza tu pie de manera natural. Disfruta de la tracción y seguridad que necesitas en cualquier superficie.
Este producto está hecho con Primegreen, una serie de materiales reciclados de alto desempeño. 50 % del exterior está hecho con material reciclado. No contienen poliéster virgen.
",4.6,NaN,MercadoLíder Platinum,Ropa y Accesorios
5,Tenis Running adidas Run Falcon 2.0 - Rosa-naranja,244900,https://http2.mlstatic.com/D_NQ_NP_909372-MCO50098534098_052022-O.webp,2813,"Con estos tenis adidas podrás correr en el parque y luego tomar un café con amigos con total comodidad. Su exterior de malla ofrece transpirabid máxima que mantiene tus pies frescos de la mañana a la noche. La suela tipo cupsole de caucho brinda la estabid necesaria para enfrentarte a todo lo que te depare el día.
",4.8,NaN,MercadoLíder Platinum,Ropa y Accesorios
6,Tenis Classics Reebok Royal Glide - Blanco,234900,https://http2.mlstatic.com/D_NQ_NP_989788-MCO50098574001_052022-O.webp,2813,"MODELO FÁCIL DE COMBINAR CON UN LOOK ACTUAL.
Parte de la colección Royal Classic, el Reebok Royal Glide es una silueta clásica de corte bajo que te ofrece un ajuste personalizado. Viene en una amplia variedad de combinaciones de colores y suelas que le añaden un extra de estilo a tus looks casuales.
",5.0,NaN,MercadoLíder Platinum,Ropa y Accesorios
7,Tenis Originals adidas Stan Smith - Blanco-rosado,499900,https://http2.mlstatic.com/D_NQ_NP_922138-MCO50098722735_052022-O.webp,2813,"Los Stan Smith son una de las siluetas más queridas de adidas, con su estilo clásico y minimalista. Ahora, esta nueva versión esta hecha de materiales reciclados como parte del compromiso de adidas para ponerle fin a la contaminación por plásticos. Y eso no es todo. Como no es fácil ser verde, nos hemos asociado con Disney para agregarle un poco de magia a la ecuación. Tú, Stan y Disney, una combinación de ensueño.
",NaN,NaN,MercadoLíder Platinum,Ropa y Accesorios
0,Tenis Training Nike Legend Essential 2 - Negro- Blanco,359900,https://http2.mlstatic.com/D_NQ_NP_762467-MCO50098501199_052022-O.webp,2813,"Las Nike Legend Essential 2 cuentan con un talón plano y estable, flexibid bajo los dedos y sujeción lateral. Gracias a su agarre, podrás levantar peso, hacer una sesión de HIIT, darlo todo en una clase o fortalecerte en las máquinas.
",NaN,NaN,MercadoLíder Platinum,Ropa y Accesorios
1,Wmns Nike Ad Comfort Tenis De Mujer Lifestyle Marca Nike,303960,https://http2.mlstatic.com/D_NQ_NP_722539-MCO48603842307_122021-O.webp,360,"PRODUCTO:

Nombre: Wmns nike ad comfort tenis de mujer lifestyle marca nike
Marca: NIKE

DESCRIPCIÓN:

Wmns nike ad comfort tenis de mujer lifestyle marca nike. máxima comodidad que te permite llegar al siguiente nivel.. sugerencias de cuidado del producto: limpiar con un paño húmedo; la plantilla puede ser removida y lavada con un detergente suave; no usar lavadora, secadora ni plancha; secar a la sombra.

CARACTERÍSTICAS PRINCIPALES:

-Modelo: DJ1001-600
-NIKE
-Para: MUJER
-Deporte: MODA
-BASICOS
-Distancias recomendadas: NO APLICA
-UPPER: TEXTILE 100 % OUT: PLASTIC 100 % LIN: POLYESTER 100 % CONST: CEMENT-LINED
-ROJO
-Tecnología: COMODIDAD Y CONFORT

MÁS DETALLES:

Peso del paquete: 1.0 kg
Modelo: DJ1001-600
Condición: Nuevo
Género: Femenino
SKU: DJ1001-600
",NaN,NaN,MercadoLíder Gold,Ropa y Accesorios
2,Nike Sb Blzr Court Tenis De Hombre Lifestyle Marca Nike,279960,https://http2.mlstatic.com/D_NQ_NP_770477-MCO48603810106_122021-O.webp,360,"PRODUCTO:

Nombre: Nike sb blzr court tenis de hombre lifestyle marca nike
Marca: NIKE

DESCRIPCIÓN:

Nike sb blzr court tenis de hombre lifestyle marca nike. máxima comodidad que te permite llegar al siguiente nivel.. sugerencias de cuidado del producto: limpiar con un paño húmedo; la plantilla puede ser removida y lavada con un detergente suave; no usar lavadora, secadora ni plancha; secar a la sombra.

CARACTERÍSTICAS PRINCIPALES:

-Modelo: CV1658-002
-NIKE
-Para: HOMBRE
-Deporte: MODA
-BASICOS
-Distancias recomendadas: NO APLICA
-UPPER: SYNTHETIC 15 % TEXTILE 85 % OUT: RUBBER 100 % LIN: POLYESTER 100 % CONST: VULCANIZED-LINED
-NEGRO
-Tecnología: COMODIDAD Y CONFORT

MÁS DETALLES:

Peso del paquete: 1.0 kg
Modelo: CV1658-002
Condición: Nuevo
Género: Masculino
SKU: CV1658-002
",NaN,NaN,MercadoLíder Gold,Ropa y Accesorios
3,Eq21 Run Tenis De Hombre Para Correr Marca adidas,335960,https://http2.mlstatic.com/D_NQ_NP_605076-MCO48635047734_122021-O.webp,NaN,"PRODUCTO:

Nombre: Eq21 run tenis de hombre para correr marca adidas
Marca: ADIDAS

DESCRIPCIÓN:

Eq21 run tenis de hombre para correr marca adidas. incorpora la tecnología bounce que te proporciona mayor comodidad y energía a tu pisada.. sugerencias de cuidado del producto: limpiar con un paño húmedo; la plantilla puede ser removida y lavada con un detergente suave; no usar lavadora, secadora ni plancha; secar a la sombra.

CARACTERÍSTICAS PRINCIPALES:

-Modelo: H00511
-ADIDAS
-Para: HOMBRE
-Deporte: CORRER
-BASICOS
-Distancias recomendadas: DISTANCIAS CORTAS
-Parte superior: malla técnica
-Forro: textil
-Suela: caucho
-BLANCO
-Tecnología: BOUNCE

MÁS DETALLES:

Peso del paquete: 1.0 kg
Modelo: H00511
Condición: Nuevo
Género: Masculino
SKU: H00511
",NaN,NaN,NaN,Tenis
4,Tenis Hombre Nike Air Max Sc S50,399457,https://http2.mlstatic.com/D_NQ_NP_745717-MCO49783585318_042022-O.webp,1897,"PRODUCTO:

Nombre: Tenis Hombre Nike Air Max Sc S50
Marca: Nike

DESCRIPCIÓN:

- Modelo: DJ1997-100
- Nombre Articulo: Air Max Sc S50
- Categoría: Nike Sportswear
- Color: Wht/Grn Ns-Smmt Wht-Gm Lt Brwn
- Genero: Hombre

MÁS DETALLES:

Peso del paquete: 2 kg
Medidas: 11 x 28 x 36 cm
Modelo: DJ1997-100
Meses de garantía: 2
Garantía: SI
Condición: Nuevo
Género: Masculino
SKU: 117373700049
",NaN,NaN,MercadoLíder Platinum,Ropa y Accesorios
5,Tenis Lifestyle Skechers Flex Appeal 4.0 - Brilliant View -,199900,https://http2.mlstatic.com/D_NQ_NP_858010-MCO50098666115_052022-O.webp,2813,"Obtenga una nueva perspectiva sobre el estilo deportivo flexible y la comodidad con el zapato Skechers Flex Appeal 4.0 - Brilliant View. Esta zapatilla con cordones cuenta con una parte superior de malla atlética con una plantilla acolchada Air-Cooled Memory Foam
",NaN,NaN,MercadoLíder Platinum,Ropa y Accesorios
6,Tenis Lifestyle Skechers Summits Classictouch - Negro-negro,169900,https://http2.mlstatic.com/D_NQ_NP_601327-MCO50098658083_052022-O.webp,2813,"Estilo llamativo y comodidad flexible se combinan en Skechers Summits. Este slip-on presenta una parte superior de malla metálica con un frente con cordones elásticos y una plantilla acolchada de espuma viscoelástica.
",4.8,NaN,MercadoLíder Platinum,Ropa y Accesorios
7,Tenis Lifestyle Skechers Summits - Cool Dash - Negro-gris,189900,https://http2.mlstatic.com/D_NQ_NP_791669-MCO50098534351_052022-O.webp,2813,"La comodidad y el estilo deportivo elegante se combinan en las Skechers Summits - Cool Dash. Esta zapatilla cuenta con una parte superior de malla atlética y una plantilla acolchada de Memory Foam.
",4.8,NaN,MercadoLíder Platinum,Ropa y Accesorios
0,Tenis Running adidas Ultimashow - Negro-blanco,219900,https://http2.mlstatic.com/D_NQ_NP_761629-MCO50098676515_052022-O.webp,2813,"Ponte estos tenis adidas Ultimashow y sal a las calles. Su amortiguación suave mantiene tus pies cómodos del primer al último paso, sin importar la velocidad. Impúlsate en la pista o recorre las calles de tu vecindario con estos tenis versátiles.
",NaN,NaN,MercadoLíder Platinum,Ropa y Accesorios
1,Tenis Running adidas Galaxy 5 - Negro-naranja,219900,https://http2.mlstatic.com/D_NQ_NP_795986-MCO50098516010_052022-O.webp,2813,"Sácale el mejor provecho a cada sa a correr. Estos tenis adidas amortiguan cada impulso y aterrizaje para pasos cómodos, sin importar la distancia. Más velocidad. Más comodidad. Más kilómetros. ¡No vas a querer parar!
",4.7,NaN,MercadoLíder Platinum,Ropa y Accesorios
2,Tenis Lifestyle adidas Lite Racer Rebold - Gris-azul,269900,https://http2.mlstatic.com/D_NQ_NP_717626-MCO50098674610_052022-O.webp,2813,"Inspirados en el estilo running, estos tenis adidas le imprimen energía deportiva a tu look diario. La amortiguación liviana mantiene tus pies cómodos y preparados para todo lo que te depare el día.
",4.8,NaN,MercadoLíder Platinum,Ropa y Accesorios
3,Tenis Lifestyle adidas Grand Court Base Beyond - Negro-blanc,279900,https://http2.mlstatic.com/D_NQ_NP_696446-MCO50098641098_052022-O.webp,2813,"TENIS INSPIRADOS EN EL TENIS PARA USO DIARIO
Estos tenis combinan lo mejor de la onda retro inspirada en el tenis con un estilo moderno. Del parque de skate a la playa, mantén tus pies cómodos y listos para lo que te depare el día. Hazte notar con el diseño clásico y el llamativo logo de adidas.
",NaN,NaN,MercadoLíder Platinum,Ropa y Accesorios
4,Tenis Lifestyle adidas Advantage - Blanco-verde,269900,https://http2.mlstatic.com/D_NQ_NP_742627-MCO50152927032_052022-O.webp,2813,"TENIS CON ESTILO CLÁSICO Y UN CORTE MODERNO
Estos tenis adidas inspirados en el tenis combinan un look clásico con comodidad. Su corte ajustado abraza tu pie de manera natural. Disfruta de la tracción y seguridad que necesitas en cualquier superficie.
Este producto está hecho con Primegreen, una serie de materiales reciclados de alto desempeño. 50 % del exterior está hecho con material reciclado. No contienen poliéster virgen.
",4.6,NaN,MercadoLíder Platinum,Ropa y Accesorios
5,Tenis Running adidas Run Falcon 2.0 - Rosa-naranja,244900,https://http2.mlstatic.com/D_NQ_NP_909372-MCO50098534098_052022-O.webp,2813,"Con estos tenis adidas podrás correr en el parque y luego tomar un café con amigos con total comodidad. Su exterior de malla ofrece transpirabid máxima que mantiene tus pies frescos de la mañana a la noche. La suela tipo cupsole de caucho brinda la estabid necesaria para enfrentarte a todo lo que te depare el día.
",4.8,NaN,MercadoLíder Platinum,Ropa y Accesorios
6,Tenis Classics Reebok Royal Glide - Blanco,234900,https://http2.mlstatic.com/D_NQ_NP_989788-MCO50098574001_052022-O.webp,2813,"MODELO FÁCIL DE COMBINAR CON UN LOOK ACTUAL.
Parte de la colección Royal Classic, el Reebok Royal Glide es una silueta clásica de corte bajo que te ofrece un ajuste personalizado. Viene en una amplia variedad de combinaciones de colores y suelas que le añaden un extra de estilo a tus looks casuales.
",5.0,NaN,MercadoLíder Platinum,Ropa y Accesorios
7,Tenis Originals adidas Stan Smith - Blanco-rosado,499900,https://http2.mlstatic.com/D_NQ_NP_922138-MCO50098722735_052022-O.webp,2813,"Los Stan Smith son una de las siluetas más queridas de adidas, con su estilo clásico y minimalista. Ahora, esta nueva versión esta hecha de materiales reciclados como parte del compromiso de adidas para ponerle fin a la contaminación por plásticos. Y eso no es todo. Como no es fácil ser verde, nos hemos asociado con Disney para agregarle un poco de magia a la ecuación. Tú, Stan y Disney, una combinación de ensueño.
",NaN,NaN,MercadoLíder Platinum,Ropa y Accesorios
0,3 Sudaderas Táctica 6 Bolsillos Para Hombre,130150,https://http2.mlstatic.com/D_NQ_NP_743566-MCO46309614448_062021-O.webp,597,"Gran oferta ENVIO GRATIS

3 sudaderas para hombre ESCOGELAS COMO QUIERAS EN LAS TALLAS Y COLORES QUE DESEES
NEGRA
AZUL OSCURA
VERDE
GRIS OSCURA
AZUL MARINO
GRIS CLARO
AZUL REY
ROJO

Sudadera para hombre.
camufladas tácticas

Tela náutica de secado rápido
2 bolsillos delanteros con cremallera
2 bolsillos traseros con velcro y broche
2 bolsillos laterales con velcro y broche

Confección dos agujas y puntada de seguridad que permite mayor resistencia además refuerzos adelante y atrás para mayor duración

Cualquier inquietud estamos a tu servicio
SI DESEAS POR UNIDAD AQUI EL ENLACE

https://articulo.mercadolibre.com.co/MCO-540162214-sudaderas-nautica-camuflada-impermeable-dos-agujas-refuerzos-_JM?searchVariation=72875524912#searchVariation=72875524912&position=4&search_layout=grid&type=item&tracking_id=0d4311f8-1b67-4a86-beb3-813f46f1466c
",NaN,NaN,MercadoLíder Gold,Pantalones y Sudaderas
1,Jogger Nike Nsw Club,219990,https://http2.mlstatic.com/D_NQ_NP_789227-MCO47964992985_102021-O.webp,1198,"PRODUCTO:

Nombre: Jogger Nike NSW Club
Marca: Nike

DESCRIPCIÓN:

Elaborado en tela de algodón haciéndolo una prenda suave al tacto y liviana siendo una prenda versátil para el deporte de igual manera cuenta con un talle regular que ayuda a la sensación movimiento; El diseño de la prenda cuenta con cinturilla elástica con cordón interno para un ajuste personalizado así mismo añade bolsillos laterales abiertos para almacenar objetos de menor tamaño igualmente en la parte posterior añade bolsillo abierto; La terminación de la bota es cónica con material acanalado para una sujeción cómoda a su vez se agrega logo de la marca Nike Bordado en la parte frontal derecha

CARACTERÍSTICAS PRINCIPALES:

-Talle regular
-Cinturilla elástica
-Cordón interno
-Bolsillos laterales
-Bolsillo posterior
-Terminación Acanalada
-Logo Nike Bordado
-Material:100%Algodon

MÁS DETALLES:

Peso del paquete: 1 kg
Material: No
Modelo: BV2762-010
Meses de garantía: 1
Garantía: Por defectos de fábrica
Condición: Nuevo
Género: Masculino
SKU: BV2762-010_L
",NaN,NaN,MercadoLíder Platinum,Pantalones y Sudaderas
2,Pantalón Sudadera Capri Jogger Wilson French 98404 Mujer Gym,86691,https://http2.mlstatic.com/D_NQ_NP_716211-MCO48101859900_112021-O.webp,2725,"TIENDA OFICIAL WILSON

La Marca Nº 1 de Tenis en el Mundo.

Wilson fabrica los productos más innovadores con diseños de vanguardia que potencian las habilidades de sus usuarios.

Marca presente en todo el país. Compre con confianza.

Horario de Atención: lunes a viernes de 9:00 am 6:00 pm y sábados de 9:00 am a 11:00 pm.

DESCRIPCIÓN DEL PRODUCTO:

Pantalón Sudadera Capri Jogger Wilson French 98404 Mujer Gym

En Wilson sabemos que no siempre es sencillo salir a realizar tus actividades deportivas y más cuando el clima es frío, por lo que, te recomendamos estos jogger para hombres, los cuales son ideales para realizar ejercicio o descansar con jareta para un mejor ajuste en la cintura, cuenta con bolsas laterales para llevar tus pertenencias. Disfruta de la comodidad que te brinda con este jogger Wilson.

- Características:

- Colores Disponibles: Azul Marino, Negro y Oxford.
- Composición: 95% Poliéster y 5% Elastano.
- Recomendaciones para el cuidado: Lavarse a máquina, en agua fría, lavar por separado y no usar cloro.

--- SE REALIZAN VENTAS AL MAYOR ---

¿CÓMO COMPRAR?:

PAGOS:
- MercadoPago

ENVÍOS:
- Mercadoenvíos
- Coordinadora Mercantil (Contra entrega)

RECOMENDACIONES:
- Por favor aclare todas tus dudas en la sección de preguntas antes de ofertar.
- Siempre consúltenos la disponibilidad del color, la talla o el tamaño de su preferencia.
- Actualice el teléfono, correo y dirección para poder contactar y enviar el producto correctamente. No nos hacemos responsables por -contratiempos causados por datos erróneos.
- Las compras acreditadas antes de las 2:30 pm serán enviadas el mismo día hábil. Después de las 2:30 pm el envío se realizará el día hábil -siguiente.

PREGUNTAS FRECUENTES:
1. ¿Hacen envíos a todo el País?
Si. A través de Mercado envíos y Coordinadora Mercantil (Contra Entrega).
2. ¿Desde qué ciudad realizan los envíos?
Todos nuestros productos son despachados desde nuestro almacén en Bogotá.
3. ¿Puedo retirar mi producto personalmente?
Si. Por nuestra sede en Bogotá, Fontibón.

GARANTÍA:
- Todos nuestros productos están garantizados por 3 meses contra defectos de fábrica.
- La garantía no cubre abuso, descuido, mal uso o desgaste natural por el uso.
",NaN,NaN,MercadoLíder Platinum,Pantalones y Sudaderas
3,Myt Woven Jogger Pantalón De Hombre Para Entrenamiento Marca,143960,https://http2.mlstatic.com/D_NQ_NP_953937-MCO48593749469_122021-O.webp,360,"PRODUCTO:

Nombre: Myt woven jogger pantalón de hombre para entrenamiento marca reebok
Marca: REEBOK

DESCRIPCIÓN:

Myt woven jogger pantalón de hombre para entrenamiento marca reebok. ¿se avecina lluvia? sin problema. con este pantalón de chándal reebok para hombre no tendrás que preocuparte de nada. está confeccionado con tejido ligero con un acabado que repele el agua. su corte holgado es perfecto para ponértelo sobre un pantalón corto de entrenamiento.. sugerencias de lavado: lavar a máquina con agua fría; lavar con colores similares; retirar inmediatamente de la lavadora; no doblar prenda mojada; no usar suavizantes ni blanqueadores; usar secadora ciclo lento y/o plancha a temperatura baja; no lavar en seco ni profesionalmente en húmedo.

CARACTERÍSTICAS PRINCIPALES:

-Modelo: GT5785
-REEBOK
-Para: HOMBRE
-Deporte: ENTRENAMIENTO
-PANTALONES
-100% Poliamida
-NEGRO
-Tecnología: COMODIDAD Y CONFORT

MÁS DETALLES:

Peso del paquete: 1.0 kg
Modelo: GT5785
Condición: Nuevo
Género: Masculino
SKU: GT5785
",NaN,NaN,MercadoLíder Gold,Pantalones y Sudaderas
4,Ts Dreamblend Cotton Pant - Pantalón De Hombre Para Entrenam,159920,https://http2.mlstatic.com/D_NQ_NP_771496-MCO49294400653_032022-O.webp,360,"PRODUCTO:

Nombre: Ts dreamblend cotton pant - pantalón de hombre para entrenamiento marca reebok
Marca: REEBOK

DESCRIPCIÓN:

Ts dreamblend cotton pant - pantalón de hombre para entrenamiento marca reebok. máxima comodidad que te permite llegar al siguiente nivel.. sugerencias de lavado: lavar a máquina con agua fría; lavar con colores similares; retirar inmediatamente de la lavadora; no doblar prenda mojada; no usar suavizantes ni blanqueadores; usar secadora ciclo lento y/o plancha a temperatura baja; no lavar en seco ni profesionalmente en húmedo.

CARACTERÍSTICAS PRINCIPALES:

-Modelo: GJ6438
-REEBOK
-Para: HOMBRE
-Deporte: ENTRENAMIENTO
-PANTALONES
-Poli-algodón
-GRIS
-Tecnología: COMODIDAD Y CONFORT

MÁS DETALLES:

Peso del paquete: 1.0 kg
Modelo: GJ6438
Condición: Nuevo
Género: Masculino
SKU: GJ6438
",NaN,NaN,MercadoLíder Gold,Pantalones y Sudaderas
